Name,Bottle Size,Original Price,Discounted Price,Img link
SBL Drops No. 1 (For Hair Care),bottle of 30 ml Drop,₹185,₹161,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/cropped/imvunkmehsunrbpt0f91/bakson-s-arnica-shampoo.png"
Medisynth Gasgan Forte Drop,bottle of 30 ml Drop,₹150,₹132,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/udpudndntjvwpq2a2edd/bjain-phytolacca-berry-mother-tincture-q.jpg"
SBL Sulphur Ointment,tube of 25 gm Ointment,₹75,₹66,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/cropped/ru0tkoyiuxpixuz7byo7/sbl-bio-combination-12-tablet.jpg"
Dr Willmar Schwabe India Rhus Toxicodendron Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹76,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/cropped/omxptltxh7uznbtihouv/sbl-ledum-palustre-dilution-30-ch.jpg"
SBL Silicea Biochemic Tablet 12X,bottle of 25 gm Biochemic Tablet,₹110,₹95,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/fgjmnd4bz81opdyngzq7/sbl-selenium-dilution-200-ch.jpg"
SBL Chionanthus Virginica Mother Tincture Q,bottle of 30 ml Mother Tincture,₹365,₹314,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/webrzzegzlexdasnzvxf/sbl-calcarea-sulphurica-biochemic-tablet-6x.jpg"
Bakson's Kof Aid Tablet,bottle of 200 tablets,₹500,₹430,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/wxljp5wozcge8mqrihst/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
SBL Ipecacuanha Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹88,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/ldqzefyny9e7qhmvikf5/sbl-bio-combination-5-tablet.jpg"
ADEL 44 Venorbis Drop,bottle of 20 ml Drop,₹295,₹254,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/hilz0k3spsqx5myxi4iz/sbl-hair-colour-12-sachets-black.jpg"
SBL Homeodent Tooth Paste Gel,tube of 100 gm Gel,₹75,₹67,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/hwt7p6zwmdr1iznqtdsz/sbl-petroleum-dilution-30-ch.jpg"
Dr. Reckeweg Belladonna Dilution 200 CH,bottle of 11 ml Dilution,₹160,₹138,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/frjgnbamyqfg0btptuk8/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
Homoeo Laboratories Den-Tonic Teething Pills,bottle of 10 gm Tablet,₹90,₹83,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/uyhhpxtdiaslvtc6ajuv/sbl-ledum-palustre-dilution-200-ch.jpg"
Dr. Reckeweg Aconitum Napellus Dilution 200 CH,bottle of 11 ml Dilution,₹160,₹145,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/lkyyzxksru8ljelu8wlg/sbl-glonoinum-dilution-30-ch.jpg"
SBL Fraxinus Americana Mother Tincture Q,bottle of 30 ml Mother Tincture,₹330,₹284,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/j4whxoxdpfdck93kkwd4/dr-willmar-schwabe-india-thuja-occidentalis-mother-tincture-q.jpg"
SBL Curcuma Longa Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹90,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/70d5e6cd9c9f4b4ab16f6d1fc08cba4c/bjain-guatteria-gaumeri-drop.jpg"
SBL Plantago Major Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹90,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/kvs0pgqu8lbwviiipzsl/dr-willmar-schwabe-india-topi-aesculus-cream.jpg"
Dr. Reckeweg R46 Rheumatism Of Forearms And Hands Drop,bottle of 22 ml Drop,₹270,₹243,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/jlxtp8zdwa2j3bbbhlml/adel-berberis-vulg-mother-tincture-q.jpg"
SBL Dibonil Tablet,bottle of 25 gm Tablet,₹165,₹142,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/yguzsoe5rijujlw8ragf/allen-a69-anal-fissures-drop.jpg"
SBL Cineraria Maritima Eye Drops Free From Alcohol,bottle of 10 ml Eye Drop,₹120,₹106,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/gheemvpyg8eozgvhsatv/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
Dr. Reckeweg R30 Universal Ointment,jar of 85 gm Ointment,₹655,₹563,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/pdrln7zszvh89pyr7vll/dr.-reckeweg-natrum-phosphoricum-biochemic-tablet-6x.jpg"
SBL Kali Phosphoricum Biochemic Tablet 12X,bottle of 25 gm Biochemic Tablet,₹110,₹75,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/1ef48aa3336f441c878010e409970faa/dr.-reckeweg-sepia-dilution-200-ch.jpg"
SBL Boerhaavia Diffusa Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹90,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/y17nj8e0ca9gu0hbqug9/sbl-symphytum-officinale-dilution-200-ch.jpg"
SBL Argentum Nitricum Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹89,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/tbc22l3xvovjk25rsbwy/bjain-avena-sativa-mother-tincture-q.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),box of 1 Bottle,₹199,₹139,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/fvwfopj6s9l2wuz9klpc/dr.-reckeweg-ruta-graveolens-dilution-30-ch.jpg"
SBL Phytolacca Berry Tablet,bottle of 25 gm Tablet,₹155,₹133,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/h9mu1aemzfam3nfcb0sf/ldd-bioscience-yelo-lax-tablet.jpg"
Bakson's Compound # 46 Slim Tablet,bottle of 100 tablets,₹135,₹116,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/eetu7yqtmspf5lvsgwbz/dr-willmar-schwabe-india-sulphur-mother-tincture-q.jpg"
Bakson's Homoeopathic Formula P Tablet,bottle of 200 tablets,₹500,₹389,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/sw3iigjslpc8blwadmo8/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 3 bottles,₹597,₹418,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/37f28ce23d4541fead544f12de9dbb91/sbl-scalptone-tablet.jpg"
SBL Thiosinaminum Trituration Tablet 3X,bottle of 25 gm Trituration Tablet,₹175,₹151,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/srnm6xgweqtvrpy9tgpr/adel-78-dercut-ointment.jpg"
Dr Willmar Schwabe India Calendula Officinalis Mother Tincture Q,bottle of 30 ml Mother Tincture,₹110,₹94,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/b1ztotsoyapkhl2ql19e/bakson-b16-vertigo-drop.jpg"
Haslab Laxyalo Capsule,box of 10 capsules,₹45,₹43,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/42ea5450-ef22-4a3d-9e49-2c110a710708/bjain-omeo-allergy-tablet.jpeg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 2 bottles,₹398,₹279,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/mligsilprvp88k7cvcov/ldd-bioscience-yelo-lax-tablet.png"
Bakson's Flu Aid Tablet,bottle of 75 tablets,₹215,₹185,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/oa7s0tf9f9ykdvgabhe1/dr.-reckeweg-selenium-dilution-30-ch.jpg"
Dr. Reckeweg Causticum Dilution 200 CH,bottle of 11 ml Dilution,₹160,₹138,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/ib9gpjo6yucvh6mgichk/sbl-sabadilla-dilution-30-ch.jpg"
Bakson's Aloevera Calendula Cream,jar of 500 gm Cream,₹485,₹417,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/prgnisrvwtxwq6spyqp3/bjain-lycopodium-clavatum-dilution-200-ch.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 4 bottles,₹796,₹557,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/ic0mrw7x4uea4yuuiqax/sbl-colocynthis-mother-tincture-q.jpg"
SBL Wiesbaden Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹85,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/wui7mbdzznnrvnnd7vt2/sbl-embelica-officinalis-mother-tincture-q.jpg"
Dr Willmar Schwabe India Syzygium Jambolanum Trituration Tablet 1X,bottle of 20 gm Trituration Tablet,₹175,₹151,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/jnuaikngutgujcyicrk8/sbl-dulcamara-dilution-30-ch.jpg"
Dr. Reckeweg R60 Blood Purifier Drop,bottle of 22 ml Drop,₹270,₹237,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/142e3072-66bb-4393-8ca2-b45d01651baf/bjain-omeo-mouth-ulcer-tablet.jpeg"
New Life Bach Flower Rescue Remedy 30,bottle of 100 ml Dilution,₹250,₹235,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/rrag7ysza7glzcqg3chj/bakson-s-nail-hair-aid-tablet.png"
Dr. Reckeweg Gelsemium Sempervirens Dilution 30 CH,bottle of 11 ml Dilution,₹135,₹116,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/zzduc1wctfeubcw2tsm0/sbl-bio-combination-10-tablet.jpg"
SBL Colocynthis Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹99,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/s6axz1aj6zwswbwyb2zl/dr.-reckeweg-hepar-sulphur-dilution-30-ch.jpg"
SBL Calcarea Carbonica Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹88,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/hbxdrngazui8y4qro8kq/bjain-terminalia-arjuna-mother-tincture-q.jpg"
Bakson's Astha Aid Tablet,bottle of 200 tablets,₹500,₹430,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/ozw6kmq9bfislqpryh0k/dr-willmar-schwabe-india-phytolacca-berry-tablet-4-in-1-combo-pack-tablet.jpg"
SBL Grindelia Robusta Mother Tincture Q,bottle of 30 ml Mother Tincture,₹240,₹206,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/eft8ndjz1uad9z5zp4bf/dr.-reckeweg-r76-asthma-forte-drop.jpg"
SBL Calcarea Phosphorica Biochemic Tablet 12X,bottle of 25 gm Biochemic Tablet,₹110,₹95,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/rmybt0a8jldiftqnetph/sbl-bellis-perennis-dilution-30-ch.jpg"
Bakson's Kali Phosphoricum Biochemic Tablet 6X,bottle of 250 biochemic tablets,₹120,₹103,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/i6vpnss1mvrivh2gmsfu/bjain-baryta-carbonica-dilution-30-ch.jpg"
Dr. S.C.Deb's Rheumalin Forte Tablet with Calcium Supplement Tablet,bottle of 30 gm Tablet,₹190,₹181,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/q3edmtaurtuwf9adhzwb/bhargava-ague-nil-syrup.jpg"
ADEL 7 Apo-Tuss Drop,bottle of 20 ml Drop,₹295,₹255,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/rph59xlewr1tccqf5sr4/dr.-reckeweg-rhus-tox-dilution-1000-ch.jpg"
Dr. Reckeweg Bio-Combination 19 (BC 19) Tablet,bottle of 20 gm Biocombination Tablet,₹185,₹167,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/rb2uctpcgneiesitbzfi/boericke-and-tafel-arnica-shampoo.png"
SBL Conium Maculatum Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹101,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/n3okzw8mairngdiebseh/bjain-andrographis-paniculata-mother-tincture-q.jpg"
SBL Mercurius Solubilis Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹99,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/xxdtrnpnsfw0epe6ebwh/dr.-reckeweg-agnus-castus-dilution-200-ch.jpg"
SBL Five Phos A+ Nerve Tonic,bottle of 115 ml Tonic,₹130,₹99,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/jecdzyiexlojmjfccqa1/bakson-s-kof-aid-plus-cough-syrup-sugar-free.jpg"
SBL Silicea Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹86,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/mv3pnu8upowfxpk6yybj/dr.-reckeweg-thuja-occ-dilution-1000-ch.jpg"
SBL Homeodent Saunf Toothpaste,tube of 100 gm Toothpaste,₹75,₹66,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/udpudndntjvwpq2a2edd/bjain-phytolacca-berry-mother-tincture-q.jpg"
Allen A92 C.K.D.(Chronic Kidney Diseases) Drop,bottle of 30 ml Drop,₹170,₹153,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/jvq2haiektjl4ccef08w/dr.-reckeweg-natrum-muriaticum-biochemic-tablet-6x.png"
SBL Sleeptite Tablet,bottle of 25 gm Tablet,₹165,₹146,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/jzshik54eoymaho6mybu/dr.-reckeweg-r10-climacteric-drop.jpg"
SBL Sepia Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹88,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/cropped/schxlkci8gewzkmbwf4g/dr.-reckeweg-mercurius-sol-dilution-200-ch.jpg"
Wheezal Mixture Syrup,bottle of 450 ml Syrup,₹260,₹224,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/cropped/gon3bykoaqrgwfuovkli/sbl-ignatia-amara-dilution-30-ch.jpg"
ADEL 13 Fattex Drop,bottle of 20 ml Drop,₹295,₹254,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/wxljp5wozcge8mqrihst/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
Dr Willmar Schwabe Germany Essentia Aurea Gold Drop,bottle of 20 ml Drop,₹330,₹307,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/cropped/slbpyo7vctnwohspwreg/wheezal-calendula-nectar-prickly-heat-powder.png"
Dr Willmar Schwabe India Alpha - TS Drop,bottle of 30 ml Drop,₹125,₹108,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/bsdlpcuowqbx4j4sv3pv/bjain-berberis-vulgaris-mother-tincture-q.jpg"
SBL Andrographis Paniculata Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹103,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/cropped/ibh4vj5iuge79lgymka4/sbl-acid-benzoicum-dilution-30-ch.jpg"
Bakson B69 Sciatica Drop,bottle of 30 ml Drop,₹175,₹157,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/frjgnbamyqfg0btptuk8/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
Dr. Reckeweg Kali Bichrom Dilution 30 CH,bottle of 11 ml Dilution,₹135,₹120,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/cropped/t3ylinnn3dus8gowknpo/wheezal-scaboil.jpg"
Bakson's Mig Aid Tablet,bottle of 75 tablets,₹215,₹185,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/cropped/i7vjfy9sbnamh7jod1fx/dr.-reckeweg-baptisia-tinctoria-mother-tincture-q.jpg"
Dr. Reckeweg R77 Anti-Smoking Drop,bottle of 22 ml Drop,₹270,₹232,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/msckxzidmazjzdbkhbaq/bjain-jaborandi-mother-tincture-q.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),box of 1 Bottle,₹199,₹139,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/70d5e6cd9c9f4b4ab16f6d1fc08cba4c/bjain-guatteria-gaumeri-drop.jpg"
Dr. Reckeweg Pulsatilla Dilution 30 CH,bottle of 11 ml Dilution,₹135,₹125,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/cropped/xsaccfzwf3oansd330ts/dr.-reckeweg-mercurius-sol-dilution-30-ch.jpg"
SBL Stobal Cough Syrup,bottle of 60 ml Syrup,₹70,₹60,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/cropped/nz07m05n0js7jplfsqae/sbl-ceanothus-americanus-mother-tincture-q.jpg"
ADEL 11 Defaeton Drop,bottle of 20 ml Drop,₹295,₹269,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/uwwtgrvweoin4z09yncq/sbl-bio-combination-15-tablet.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 3 bottles,₹597,₹418,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/gheemvpyg8eozgvhsatv/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
SBL Yohimbinum Mother Tincture Q,bottle of 30 ml Mother Tincture,₹330,₹284,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/cropped/iugokk3mgor8o21iyykb/sbl-drops-no.-9-for-cough.jpg"
SBL Physostigma Venenosum Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹88,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/cropped/fpj7o76eytlbuimvroua/sbl-solidago-virgaurea-mother-tincture-q.jpg"
Bakson's Calcarea Fluorica Biochemic Tablet 6X,bottle of 250 biochemic tablets,₹120,₹103,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/mdxfpbwjasu61rf5r6az/wheezal-mixture-syrup.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 2 bottles,₹398,₹279,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/tbc22l3xvovjk25rsbwy/bjain-avena-sativa-mother-tincture-q.jpg"
Boericke and Tafel Glow & Fairness Soap,packet of 75 gm Soap,₹50,₹43,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/cropped/dwxoje413r2tkhu0lu5y/bakson-s-sunny-herbals-shaving-cream.jpg"
Allen A15 Indigestion Gas & Acidity Drop,bottle of 30 ml Drop,₹170,₹153,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/hkse7kpqoup70zhoyqav/dr-willmar-schwabe-india-aurum-muriaticum-natronatum-trituration-tablet-3x.jpg"
REPL Dr. Advice No.73 Nasal Polyp Drop,bottle of 30 ml Drop,₹180,₹154,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/cropped/dwh9tscm5pw0lj0gh1if/sbl-thlaspi-bursa-pastoris-mother-tincture-q.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 4 bottles,₹796,₹557,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/sw3iigjslpc8blwadmo8/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
Dr Willmar Schwabe India Arnica Montana Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹96,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/cropped/se0xkylyrmh7v8kivokl/dr.-reckeweg-rhododendron-dilution-30-ch.jpg"
SBL Thuja Gel,tube of 25 gm Gel,₹75,₹66,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/s2kguvttceuioux7n6uw/dr-willmar-schwabe-india-alpha-wd-drop.jpg"
SBL Justicia Adhatoda Dilution 30 CH,bottle of 30 ml Dilution,₹95,₹82,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/bfn67asdtzkqltdtgext/bakson-s-ac-9-tablet.jpg"
Dr. Reckeweg Selenium Trituration Tablet 3X,bottle of 20 gm Trituration Tablet,₹240,₹215,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/42ea5450-ef22-4a3d-9e49-2c110a710708/bjain-omeo-allergy-tablet.jpeg"
SBL Influenzinum Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹99,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/czcgama7ncbehhxdsppq/dr-willmar-schwabe-germany-tonsiotren-tablet.jpg"
Hapdco Cholerasol Drop,bottle of 30 ml Drop,₹90,₹79,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/cropped/ug3ljv8nmi5yoitzy0v3/dr-willmar-schwabe-india-carbo-vegetabilis-dilution-30-ch.jpg"
SBL Drops No. 7 (For Sinusitis),bottle of 30 ml Drop,₹185,₹159,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/cropped/iy1botprblh63lyr6yh3/dr-willmar-schwabe-india-agnus-castus-mother-tincture-q.jpg"
SBL Baptisia Tinctoria Mother Tincture Q,bottle of 30 ml Mother Tincture,₹280,₹241,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/prgnisrvwtxwq6spyqp3/bjain-lycopodium-clavatum-dilution-200-ch.jpg"
Dr. Reckeweg Hepar Sulphur Dilution 200 CH,bottle of 11 ml Dilution,₹160,₹138,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/iw2tubwflszkfjyuberl/dr.-reckeweg-r31-increases-appetite-and-blood-supply-drop.jpg"
Dr. Reckeweg Tribulus Terr Mother Tincture Q,bottle of 20 ml Mother Tincture,₹295,₹260,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/lih24uvmegliu4h1czj8/bjain-chelidonium-majus-mother-tincture-q.jpg"
REPL Kamsutram Oil,bottle of 15 ml Oil,₹299,₹284,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/koahrhcjculrwjihnl4e/dr.-reckeweg-r34-recalcifying-drop.jpg"
Dr Willmar Schwabe India Alfalfa Tonic For Children,bottle of 100 ml Tonic,₹130,₹112,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/142e3072-66bb-4393-8ca2-b45d01651baf/bjain-omeo-mouth-ulcer-tablet.jpeg"
SBL Drops No. 6 (For Joint Pain),bottle of 30 ml Drop,₹185,₹159,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/cropped/otyoxtkmakcivgrs9nvg/dr.-reckeweg-nux-vomica-dilution-10m-ch.jpg"
ADEL 48 Itires Drop,bottle of 20 ml Drop,₹295,₹254,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/uh3xrjbt3hjp4my67uqy/biohome-snoring-drop.jpg"
Dr. Reckeweg R87 Anti Bacterial Drop,bottle of 30 ml Drop,₹310,₹288,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/cropped/edgrcxjc42uedzpslaxm/sbl-argentum-nitricum-dilution-200-ch.jpg"
SBL Kali Bichromicum Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹99,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/hbxdrngazui8y4qro8kq/bjain-terminalia-arjuna-mother-tincture-q.jpg"
Bakson's Silicea Biochemic Tablet 12X,bottle of 4500 biochemic tablets,₹720,₹619,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/cropped/jlwu5rzobeuyz01breux/sbl-cholesterinum-trituration-tablet-6x.jpg"
Bakson's Ferrum Phosphoricum Biochemic Tablet 6X,bottle of 4500 biochemic tablets,₹720,₹619,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/cropped/eumbpkqz9bw2vabe8nai/sbl-natrum-sulphurica-biochemic-tablet-6x.jpg"
Bakson's Natrum Sulphuricum Biochemic Tablet 6X,bottle of 4500 biochemic tablets,₹655,₹563,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/zsfluetllcatfvi4nopv/wheezal-sarsa-syrup.jpg"
Bakson's Mig Aid Tablet,bottle of 200 tablets,₹500,₹430,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/i6vpnss1mvrivh2gmsfu/bjain-baryta-carbonica-dilution-30-ch.jpg"
New Life Aller-N Drop,bottle of 30 ml Drop,₹110,₹104,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/cropped/bgr7noup3azypwygrjpy/sbl-ferrum-phosphoricum-biochemic-tablet-12x.jpg"
Bakson's Calcarea Sulphurica Biochemic Tablet 6X,bottle of 4500 biochemic tablets,₹720,₹619,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/kmx37t9gqapd8r9d66xp/sbl-colchicum-dilution-30-ch.jpg"
Wheezal Hekla Lava Dental Dental Gel,tube of 100 gm Dental Gel,₹90,₹82,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/142e3072-66bb-4393-8ca2-b45d01651baf/bjain-omeo-mouth-ulcer-tablet.jpeg"
SBL Causticum Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹93,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/n3okzw8mairngdiebseh/bjain-andrographis-paniculata-mother-tincture-q.jpg"
Bhargava Lumboral Tablet,bottle of 60 tablets,₹148,₹130,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/kubwy3hqartdg7bv8v9e/bjain-sabal-serrulata-mother-tincture-q.jpg"
Bakson's Biocombination 1 Tablet,bottle of 4500 biocombination tablets,₹655,₹589,"https://onemg.gumlet.io/images/w_150,h_150,c_fit,f_auto,q_auto/cropped/ppba7ecfioj2nzjq9emh/allen-a08-diabetes-drop.jpg"
